seed,rows,columns,method,iter,time,of
4,9,9,PDFT1,100000,1268.0720674991608,135065.0
4,9,9,PDFT2,100000,855.918062210083,122450.0
5,9,9,solver,-1,635.3225939273834,97666.0
5,9,9,random,100000,1243.6679379940033,203533.0
5,9,9,PDFT1,100000,1273.3526120185852,134566.0
5,9,9,PDFT2,100000,864.8965890407562,120746.0
6,9,9,solver,-1,635.3225939273834,97666.0
6,9,9,random,100000,1256.5952966213226,199679.0
6,9,9,PDFT1,100000,1274.3528506755829,133043.0
6,9,9,PDFT2,100000,869.5456757545471,125821.0
7,9,9,solver,-1,635.3225939273834,97666.0
7,9,9,random,100000,1235.3325598239899,204425.0
7,9,9,PDFT1,100000,1262.7102105617523,133404.0
7,9,9,PDFT2,100000,857.3589532375336,119550.0
8,9,9,solver,-1,635.3225939273834,97666.0
8,9,9,random,100000,1244.1086761951447,193317.0
8,9,9,PDFT1,100000,1264.2633030414581,132883.0
8,9,9,PDFT2,100000,857.43536901474,115614.0
9,9,9,solver,-1,635.3225939273834,97666.0
9,9,9,random,100000,1273.724140882492,196422.0
9,9,9,PDFT1,100000,1307.735844373703,132997.0
9,9,9,PDFT2,100000,888.7968616485596,117561.0
