0,3,3,solver,0,0.15790462493896484,4000.0
1,3,3,solver,0,0.17389249801635742,4000.0
2,3,3,solver,0,0.15790367126464844,4000.0
3,3,3,solver,0,0.2008826732635498,4000.0
4,3,3,solver,0,0.2318570613861084,4000.0
5,3,3,solver,0,0.1998746395111084,4000.0
6,3,3,solver,0,0.24684500694274902,4000.0
7,3,3,solver,0,0.2009754180908203,4000.0
8,3,3,solver,0,0.21436095237731934,4000.0
9,3,3,solver,0,0.21795105934143066,4000.0
0,3,3,solver,1,0.20487260818481445,4000.0
1,3,3,solver,1,0.22837352752685547,4000.0
2,3,3,solver,1,0.18468022346496582,4000.0
3,3,3,solver,1,0.18755531311035156,4000.0
4,3,3,solver,1,0.2518446445465088,4000.0
5,3,3,solver,1,0.2138686180114746,4000.0
6,3,3,solver,1,0.19448423385620117,4000.0
7,3,3,solver,1,0.17988872528076172,4000.0
8,3,3,solver,1,0.15590214729309082,4000.0
9,3,3,solver,1,0.15290498733520508,4000.0
0,3,3,solver,2,0.14690828323364258,4000.0
1,3,3,solver,2,0.16389918327331543,4000.0
2,3,3,solver,2,0.21580266952514648,4000.0
3,3,3,solver,2,0.19495558738708496,4000.0
4,3,3,solver,2,0.1688981056213379,4000.0
5,3,3,solver,2,0.16690397262573242,4000.0
6,3,3,solver,2,0.2078704833984375,4000.0
7,3,3,solver,2,0.19487977027893066,4000.0
8,3,3,solver,2,0.21886420249938965,4000.0
9,3,3,solver,2,0.14879512786865234,4000.0
0,3,3,solver,3,0.1604154109954834,4000.0
1,3,3,solver,3,0.2518270015716553,4000.0
2,3,3,solver,3,0.15890169143676758,4000.0
3,3,3,solver,3,0.1349165439605713,4000.0
4,3,3,solver,3,0.15591144561767578,4000.0
5,3,3,solver,3,0.164902925491333,4000.0
6,3,3,solver,3,0.20087599754333496,4000.0
7,3,3,solver,3,0.18040084838867188,4000.0
8,3,3,solver,3,0.20388221740722656,4000.0
9,3,3,solver,3,0.14292573928833008,4000.0
0,3,3,solver,4,0.1763312816619873,4000.0
1,3,3,solver,4,0.19687867164611816,4000.0
2,3,3,solver,4,0.18458938598632812,4000.0
3,3,3,solver,4,0.17289090156555176,4000.0
4,3,3,solver,4,0.19088387489318848,4000.0
5,3,3,solver,4,0.16389942169189453,4000.0
6,3,3,solver,4,0.14191198348999023,4000.0
7,3,3,solver,4,0.16290783882141113,4000.0
