0,6,6,solver,0,4.668120384216309,30310.0,1
1,6,6,solver,0,3.0571165084838867,41016.0,1
2,6,6,solver,0,19.773801565170288,41242.0,1
3,6,6,solver,0,3.400899887084961,41642.0,1
4,6,6,solver,0,6.063261985778809,41385.0,1
5,6,6,solver,0,3.893594980239868,37774.0,1
6,6,6,solver,0,2.761298179626465,36957.0,1
7,6,6,solver,0,7.822175979614258,42042.0,1
8,6,6,solver,0,4.665119647979736,49053.0,1
9,6,6,solver,0,7.6093034744262695,35699.0,1
10,6,6,solver,0,5.287737846374512,32610.0,1
11,6,6,solver,0,2.130685567855835,49682.0,1
12,6,6,solver,0,2.6263768672943115,38181.0,1
13,6,6,solver,0,5.113846302032471,32130.0,1
14,6,6,solver,0,1.987774133682251,30130.0,1
15,6,6,solver,0,0.4277372360229492,32192.0,1
16,6,6,solver,0,2.1186931133270264,33630.0,1
17,6,6,solver,0,21.51972532272339,42412.0,1
18,6,6,solver,0,8.912501573562622,35612.0,1
19,6,6,solver,0,39.11287307739258,50043.0,1
20,6,6,solver,0,4.376298666000366,32221.0,1
21,6,6,solver,0,25.463289976119995,49160.0,1
22,6,6,solver,0,4.289354562759399,36813.0,1
23,6,6,solver,0,6.417041778564453,31450.0,1
24,6,6,solver,0,11.872673988342285,39501.0,1
25,6,6,solver,0,13.855450868606567,33281.0,1
26,6,6,solver,0,13.56063461303711,40477.0,1
27,6,6,solver,0,16.490824937820435,42858.0,1
28,6,6,solver,0,6.608925819396973,42935.0,1
29,6,6,solver,0,15.404497385025024,37927.0,1
0,6,6,solver,1,4.121455430984497,30310.0,1
1,6,6,solver,1,2.9951536655426025,41016.0,1
2,6,6,solver,1,19.90472435951233,41242.0,1
3,6,6,solver,1,3.421889543533325,41642.0,1
4,6,6,solver,1,6.089241027832031,41385.0,1
5,6,6,solver,1,3.9365715980529785,37774.0,1
6,6,6,solver,1,2.7742888927459717,36957.0,1
7,6,6,solver,1,7.781198024749756,42042.0,1
8,6,6,solver,1,4.734079360961914,49053.0,1
9,6,6,solver,1,7.638287782669067,35699.0,1
10,6,6,solver,1,5.07286810874939,32610.0,1
11,6,6,solver,1,2.1466763019561768,49682.0,1
12,6,6,solver,1,2.564418315887451,38181.0,1
13,6,6,solver,1,5.09185791015625,32130.0,1
14,6,6,solver,1,1.933807373046875,30130.0,1
15,6,6,solver,1,0.4217405319213867,32192.0,1
16,6,6,solver,1,2.2536094188690186,33630.0,1
17,6,6,solver,1,21.94646120071411,42412.0,1
18,6,6,solver,1,8.830549478530884,35612.0,1
19,6,6,solver,1,39.12586450576782,50043.0,1
20,6,6,solver,1,4.3693015575408936,32221.0,1
21,6,6,solver,1,24.808696508407593,49160.0,1
22,6,6,solver,1,3.984541893005371,36813.0,1
23,6,6,solver,1,5.706480026245117,31450.0,1
24,6,6,solver,1,11.549875259399414,39501.0,1
25,6,6,solver,1,13.70354413986206,33281.0,1
26,6,6,solver,1,13.422721147537231,40477.0,1
27,6,6,solver,1,16.370898485183716,42858.0,1
28,6,6,solver,1,6.083244562149048,42935.0,1
29,6,6,solver,1,15.285571575164795,37927.0,1
0,6,6,solver,2,4.07948112487793,30310.0,1
1,6,6,solver,2,2.921196699142456,41016.0,1
2,6,6,solver,2,19.580918788909912,41242.0,1
3,6,6,solver,2,3.435878038406372,41642.0,1
4,6,6,solver,2,5.994302272796631,41385.0,1
5,6,6,solver,2,3.86761212348938,37774.0,1
6,6,6,solver,2,2.735311985015869,36957.0,1
7,6,6,solver,2,7.737227201461792,42042.0,1
8,6,6,solver,2,4.660122394561768,49053.0,1
9,6,6,solver,2,7.6462836265563965,35699.0,1
10,6,6,solver,2,5.052882671356201,32610.0,1
11,6,6,solver,2,2.180652141571045,49682.0,1
12,6,6,solver,2,2.540435791015625,38181.0,1
13,6,6,solver,2,5.371687412261963,32130.0,1
14,6,6,solver,2,1.9148106575012207,30130.0,1
15,6,6,solver,2,0.4437248706817627,32192.0,1
16,6,6,solver,2,2.2596044540405273,33630.0,1
17,6,6,solver,2,21.565690755844116,42412.0,1
18,6,6,solver,2,8.87951946258545,35612.0,1
19,6,6,solver,2,40.32577657699585,50043.0,1
20,6,6,solver,2,4.390746355056763,32221.0,1
21,6,6,solver,2,25.034605026245117,49160.0,1
22,6,6,solver,2,4.0000481605529785,36813.0,1
23,6,6,solver,2,5.740154981613159,31450.0,1
24,6,6,solver,2,11.631974458694458,39501.0,1
25,6,6,solver,2,13.66460108757019,33281.0,1
26,6,6,solver,2,15.849029541015625,40477.0,1
27,6,6,solver,2,16.574326038360596,42858.0,1
28,6,6,solver,2,5.9480369091033936,42935.0,1
29,6,6,solver,2,15.23153042793274,37927.0,1
