0,4,4,solver,-1,1.4256598949432373,16273.0
0,4,4,random,1000,3.6938140392303467,26510.0
0,4,4,PDF,1000,3.5631346702575684,16273.0
0,4,4,BIC,1000,5.852018117904663,16273.0
0,4,4,N21,1000,14.345545053482056,29177.0
0,4,4,12N,1000,16.119422912597656,32630.0
0,6,6,solver,-1,36.8716607093811,37549.640672213005
0,6,6,random,1000,40.897955894470215,295156.0
0,6,6,PDF,1000,19.50796866416931,295156.0
0,6,6,BIC,1000,16.358356952667236,295156.0
0,6,6,N21,1000,3.528611183166504,295156.0
0,6,6,12N,1000,62.16318988800049,295156.0
0,6,6,solver,-1,4.450258493423462,32935.0
0,6,6,random,1000,11.067760467529297,78101.0
0,6,6,PDF,1000,14.11022162437439,41701.0
0,6,6,BIC,1000,17.006844997406006,35807.0
0,6,6,N21,1000,67.12225818634033,75277.0
0,6,6,12N,1000,61.56205725669861,54366.0
0,6,6,solver,-1,11.97050142288208,60224.48979591836
0,6,6,random,1000,19.88302707672119,111653.0612244898
0,6,6,PDF,1000,17.98214888572693,78367.34693877549
0,6,6,BIC,1000,13.650959730148315,91938.77551020408
0,6,6,N21,1000,67.27603149414062,110857.14285714287
0,6,6,12N,1000,61.832935094833374,107897.95918367348
0,3,3,solver,-1,0.8824567794799805,37848.0
0,3,3,solver,-1,0.10593581199645996,1000.0
0,3,3,random,1000,1.5940160751342773,2000.0
0,3,3,PDF,1000,1.229241132736206,2000.0
0,3,3,BIC,1000,1.4331178665161133,1000.0
0,3,3,N21,1000,5.254391670227051,2000.0
0,3,3,12N,1000,5.235739469528198,1000.0
0,3,3,solver,-1,0.7755208015441895,37848.0
