seed,row,column,method,iter,time,of,feseable
0,6,6,solver,21,4.420040846,30310,1
1,6,6,solver,21,3.31235218,41016,1
2,6,6,solver,21,21.26189923,41242,1
3,6,6,solver,21,3.472275257,41642,1
4,6,6,solver,21,6.205723286,41385,1
5,6,6,solver,21,4.142370224,37774,1
6,6,6,solver,21,2.78311348,36957,1
7,6,6,solver,21,8.024080276,42042,1
8,6,6,solver,21,4.724284887,49053,1
9,6,6,solver,21,7.789033175,35699,1
10,6,6,solver,21,5.131479263,32610,1
11,6,6,solver,21,2.16398716,49682,1
12,6,6,solver,21,2.595970154,38181,1
13,6,6,solver,21,5.129463434,32130,1
14,6,6,solver,21,1.944164038,30130,1
15,6,6,solver,21,0.418743372,32192,1
16,6,6,solver,21,2.162954569,33630,1
17,6,6,solver,21,23.29882455,42412,1
18,6,6,solver,21,10.36306334,35612,1
19,6,6,solver,21,41.64906645,50043,1
20,6,6,solver,21,4.390261412,32221,1
21,6,6,solver,21,25.14812875,49160,1
22,6,6,solver,21,3.996340275,36813,1
23,6,6,solver,21,5.755097389,31450,1
24,6,6,solver,21,11.61037588,39501,1
25,6,6,solver,21,13.88230705,33281,1
26,6,6,solver,21,13.49755979,40477,1
27,6,6,solver,21,17.05941725,42858,1
28,6,6,solver,21,6.254009247,42935,1
29,6,6,solver,21,16.27966046,37927,1
0,6,6,solver,22,4.230028868,30310,1
1,6,6,solver,22,3.20358634,41016,1
2,6,6,solver,22,20.44073057,41242,1
3,6,6,solver,22,3.506485462,41642,1
4,6,6,solver,22,6.379995584,41385,1
5,6,6,solver,22,4.040958166,37774,1
6,6,6,solver,22,3.06611371,36957,1
7,6,6,solver,22,8.723210096,42042,1
8,6,6,solver,22,4.775023937,49053,1
9,6,6,solver,22,7.956501007,35699,1
10,6,6,solver,22,6.91758728,32610,1
11,6,6,solver,22,3.786180496,49682,1
12,6,6,solver,22,2.890858889,38181,1
13,6,6,solver,22,6.28318882,32130,1
14,6,6,solver,22,2.525739193,30130,1
15,6,6,solver,22,0.456725597,32192,1
16,6,6,solver,22,2.26635766,33630,1
17,6,6,solver,22,23.00297356,42412,1
18,6,6,solver,22,9.054656506,35612,1
19,6,6,solver,22,40.02003384,50043,1
20,6,6,solver,22,4.399334669,32221,1
21,6,6,solver,22,25.18464994,49160,1
22,6,6,solver,22,4.019090176,36813,1
23,6,6,solver,22,5.946708441,31450,1
24,6,6,solver,22,11.62433124,39501,1
25,6,6,solver,22,13.8542614,33281,1
26,6,6,solver,22,13.63600039,40477,1
27,6,6,solver,22,16.51170111,42858,1
28,6,6,solver,22,6.088023663,42935,1
29,6,6,solver,22,15.35272264,37927,1
0,6,6,solver,23,4.105480433,30310,1
1,6,6,solver,23,2.942092896,41016,1
2,6,6,solver,23,19.72645688,41242,1
3,6,6,solver,23,3.452865124,41642,1
4,6,6,solver,23,6.12916708,41385,1
5,6,6,solver,23,3.929507256,37774,1
6,6,6,solver,23,2.779785156,36957,1
7,6,6,solver,23,8.153783321,42042,1
8,6,6,solver,23,4.719946384,49053,1
9,6,6,solver,23,7.658993244,35699,1
10,6,6,solver,23,5.06747365,32610,1
11,6,6,solver,23,2.140527248,49682,1
12,6,6,solver,23,2.67834878,38181,1
13,6,6,solver,23,5.150079012,32130,1
14,6,6,solver,23,1.924503803,30130,1
15,6,6,solver,23,0.421741486,32192,1
16,6,6,solver,23,2.149929285,33630,1
17,6,6,solver,23,21.83539581,42412,1
18,6,6,solver,23,9.210467815,35612,1
19,6,6,solver,23,40.4623456,50043,1
20,6,6,solver,23,4.491365671,32221,1
21,6,6,solver,23,26.51649451,49160,1
22,6,6,solver,23,4.047034264,36813,1
23,6,6,solver,23,6.05322361,31450,1
24,6,6,solver,23,11.90636635,39501,1
25,6,6,solver,23,15.1247375,33281,1
26,6,6,solver,23,13.74525023,40477,1
27,6,6,solver,23,17.81291747,42858,1
28,6,6,solver,23,6.099207878,42935,1
29,6,6,solver,23,15.37128592,37927,1
0,6,6,solver,24,4.137676716,30310,1
1,6,6,solver,24,2.945025206,41016,1
2,6,6,solver,24,20.30324841,41242,1
3,6,6,solver,24,3.562876701,41642,1
4,6,6,solver,24,6.35944891,41385,1
5,6,6,solver,24,4.220342159,37774,1
6,6,6,solver,24,3.504787445,36957,1
7,6,6,solver,24,10.2961483,42042,1
8,6,6,solver,24,7.067742586,49053,1
9,6,6,solver,24,7.971502542,35699,1
10,6,6,solver,24,5.53276062,32610,1
11,6,6,solver,24,2.343017101,49682,1
12,6,6,solver,24,2.726095915,38181,1
13,6,6,solver,24,5.245392561,32130,1
14,6,6,solver,24,2.059547424,30130,1
15,6,6,solver,24,0.464713812,32192,1
16,6,6,solver,24,2.966927052,33630,1
17,6,6,solver,24,25.07968593,42412,1
18,6,6,solver,24,9.921968937,35612,1
19,6,6,solver,24,40.79185486,50043,1
20,6,6,solver,24,4.480819941,32221,1
21,6,6,solver,24,25.5704186,49160,1
22,6,6,solver,24,4.026175022,36813,1
23,6,6,solver,24,5.839215994,31450,1
24,6,6,solver,24,11.79582453,39501,1
25,6,6,solver,24,14.13529754,33281,1
26,6,6,solver,24,13.73425388,40477,1
27,6,6,solver,24,16.78461075,42858,1
28,6,6,solver,24,6.113184214,42935,1
29,6,6,solver,24,15.48699045,37927,1
0,6,6,solver,25,4.143663645,30310,1
1,6,6,solver,25,3.18304038,41016,1
2,6,6,solver,25,20.5826745,41242,1
3,6,6,solver,25,3.503477812,41642,1
4,6,6,solver,25,6.235200405,41385,1
5,6,6,solver,25,4.249017954,37774,1
6,6,6,solver,25,2.913259983,36957,1
7,6,6,solver,25,8.107883215,42042,1
8,6,6,solver,25,4.88486743,49053,1
9,6,6,solver,25,7.878190994,35699,1
10,6,6,solver,25,5.425566912,32610,1
11,6,6,solver,25,2.250939608,49682,1
12,6,6,solver,25,2.650636911,38181,1
13,6,6,solver,25,5.05129385,32130,1
14,6,6,solver,25,1.935154438,30130,1
15,6,6,solver,25,0.440307379,32192,1
16,6,6,solver,25,2.170163393,33630,1
17,6,6,solver,25,22.17527533,42412,1
18,6,6,solver,25,9.080147743,35612,1
19,6,6,solver,25,40.14423704,50043,1
20,6,6,solver,25,4.459096909,32221,1
21,6,6,solver,25,25.76249218,49160,1
22,6,6,solver,25,4.049277782,36813,1
23,6,6,solver,25,5.824753284,31450,1
24,6,6,solver,25,11.96423602,39501,1
25,6,6,solver,25,13.57433414,33281,1
26,6,6,solver,25,13.63432789,40477,1
27,6,6,solver,25,16.85256314,42858,1
28,6,6,solver,25,6.100913763,42935,1
29,6,6,solver,25,15.67991114,37927,1
0,6,6,solver,26,4.08998394,30310,1
1,6,6,solver,26,2.919792414,41016,1
2,6,6,solver,26,19.76516199,41242,1
3,6,6,solver,26,3.411543608,41642,1
4,6,6,solver,26,6.077938795,41385,1
5,6,6,solver,26,3.923117876,37774,1
6,6,6,solver,26,2.761403322,36957,1
7,6,6,solver,26,7.768654346,42042,1
8,6,6,solver,26,4.800177813,49053,1
9,6,6,solver,26,7.776473284,35699,1
10,6,6,solver,26,5.064639807,32610,1
11,6,6,solver,26,2.156182289,49682,1
12,6,6,solver,26,2.636261463,38181,1
13,6,6,solver,26,5.320805073,32130,1
14,6,6,solver,26,2.051632404,30130,1
15,6,6,solver,26,0.447725058,32192,1
16,6,6,solver,26,2.289075136,33630,1
17,6,6,solver,26,22.6613369,42412,1
18,6,6,solver,26,9.066745758,35612,1
19,6,6,solver,26,39.86064148,50043,1
20,6,6,solver,26,4.408461571,32221,1
21,6,6,solver,26,25.21366954,49160,1
22,6,6,solver,26,4.074142694,36813,1
23,6,6,solver,26,5.756193399,31450,1
24,6,6,solver,26,11.57507753,39501,1
25,6,6,solver,26,13.76618791,33281,1
26,6,6,solver,26,13.49575591,40477,1
27,6,6,solver,26,16.92092776,42858,1
28,6,6,solver,26,6.053289175,42935,1
29,6,6,solver,26,15.21852303,37927,1
0,6,6,solver,27,4.123211145,30310,1
1,6,6,solver,27,2.957008839,41016,1
2,6,6,solver,27,19.86018848,41242,1
3,6,6,solver,27,3.417031288,41642,1
4,6,6,solver,27,6.095701456,41385,1
5,6,6,solver,27,3.920546532,37774,1
6,6,6,solver,27,2.927608967,36957,1
7,6,6,solver,27,7.818384647,42042,1
8,6,6,solver,27,4.664415598,49053,1
9,6,6,solver,27,7.673875332,35699,1
10,6,6,solver,27,5.096993446,32610,1
11,6,6,solver,27,2.148204803,49682,1
12,6,6,solver,27,2.553343058,38181,1
13,6,6,solver,27,5.032241106,32130,1
14,6,6,solver,27,1.946112871,30130,1
15,6,6,solver,27,0.417743921,32192,1
16,6,6,solver,27,2.163227081,33630,1
17,6,6,solver,27,21.9856236,42412,1
18,6,6,solver,27,9.271384954,35612,1
19,6,6,solver,27,39.67435741,50043,1
20,6,6,solver,27,4.457552195,32221,1
21,6,6,solver,27,25.70136857,49160,1
22,6,6,solver,27,4.053059816,36813,1
23,6,6,solver,27,5.842153311,31450,1
24,6,6,solver,27,11.65430713,39501,1
25,6,6,solver,27,13.68526554,33281,1
26,6,6,solver,27,13.51323152,40477,1
27,6,6,solver,27,17.18539786,42858,1
28,6,6,solver,27,6.001369238,42935,1
29,6,6,solver,27,15.55933762,37927,1
0,6,6,solver,28,4.180095434,30310,1
1,6,6,solver,28,2.968554258,41016,1
2,6,6,solver,28,19.92556381,41242,1
3,6,6,solver,28,3.565679073,41642,1
4,6,6,solver,28,6.203263998,41385,1
5,6,6,solver,28,3.942000389,37774,1
6,6,6,solver,28,2.784957886,36957,1
7,6,6,solver,28,7.817571878,42042,1
8,6,6,solver,28,4.721923113,49053,1
9,6,6,solver,28,7.760154009,35699,1
10,6,6,solver,28,5.133359909,32610,1
11,6,6,solver,28,2.170840263,49682,1
12,6,6,solver,28,2.609322071,38181,1
13,6,6,solver,28,5.152161837,32130,1
14,6,6,solver,28,1.943182707,30130,1
15,6,6,solver,28,0.415312529,32192,1
16,6,6,solver,28,2.170972347,33630,1
17,6,6,solver,28,22.33442926,42412,1
18,6,6,solver,28,10.5819838,35612,1
19,6,6,solver,28,40.80647349,50043,1
20,6,6,solver,28,4.535168648,32221,1
21,6,6,solver,28,25.5096209,49160,1
22,6,6,solver,28,4.064870834,36813,1
23,6,6,solver,28,5.849374771,31450,1
24,6,6,solver,28,11.68522573,39501,1
25,6,6,solver,28,13.78446102,33281,1
26,6,6,solver,28,13.86394739,40477,1
27,6,6,solver,28,16.68754578,42858,1
28,6,6,solver,28,6.057546139,42935,1
29,6,6,solver,28,15.39905477,37927,1
0,6,6,solver,29,4.168343067,30310,1
1,6,6,solver,29,2.949041128,41016,1
2,6,6,solver,29,20.25944638,41242,1
3,6,6,solver,29,3.492097855,41642,1
4,6,6,solver,29,6.153126955,41385,1
5,6,6,solver,29,3.988164425,37774,1
6,6,6,solver,29,2.847022057,36957,1
7,6,6,solver,29,7.922302961,42042,1
8,6,6,solver,29,4.767456532,49053,1
9,6,6,solver,29,7.783436298,35699,1
10,6,6,solver,29,5.149233103,32610,1
11,6,6,solver,29,2.184504032,49682,1
12,6,6,solver,29,2.590092182,38181,1
13,6,6,solver,29,5.138321161,32130,1
14,6,6,solver,29,2.056006193,30130,1
15,6,6,solver,29,0.439256668,32192,1
16,6,6,solver,29,2.188975811,33630,1
17,6,6,solver,29,22.27619147,42412,1
18,6,6,solver,29,9.266141176,35612,1
19,6,6,solver,29,47.61334586,50043,1
20,6,6,solver,29,4.566485167,32221,1
21,6,6,solver,29,26.23851681,49160,1
22,6,6,solver,29,4.053994656,36813,1
23,6,6,solver,29,5.818280935,31450,1
24,6,6,solver,29,12.10533738,39501,1
25,6,6,solver,29,14.21625066,33281,1
26,6,6,solver,29,13.94127321,40477,1
27,6,6,solver,29,16.940377,42858,1
28,6,6,solver,29,6.056960821,42935,1
29,6,6,solver,29,15.51489973,37927,1
0,6,6,solver,30,4.153182268,30310,1
1,6,6,solver,30,2.991884708,41016,1
2,6,6,solver,30,19.85136342,41242,1
3,6,6,solver,30,3.529189587,41642,1
4,6,6,solver,30,6.159863949,41385,1
5,6,6,solver,30,3.934210539,37774,1
6,6,6,solver,30,2.834271908,36957,1
7,6,6,solver,30,7.876658678,42042,1
8,6,6,solver,30,4.78843689,49053,1
9,6,6,solver,30,8.004990578,35699,1
10,6,6,solver,30,5.119274139,32610,1
11,6,6,solver,30,2.212786913,49682,1
12,6,6,solver,30,2.610288858,38181,1
13,6,6,solver,30,5.138326406,32130,1
14,6,6,solver,30,1.973833799,30130,1
15,6,6,solver,30,0.436300516,32192,1
16,6,6,solver,30,2.244962454,33630,1
17,6,6,solver,30,21.97240615,42412,1
18,6,6,solver,30,9.087180853,35612,1
19,6,6,solver,30,40.17531133,50043,1
20,6,6,solver,30,4.897743464,32221,1
21,6,6,solver,30,25.44949222,49160,1
22,6,6,solver,30,4.230182171,36813,1
23,6,6,solver,30,5.87210536,31450,1
24,6,6,solver,30,11.63130212,39501,1
25,6,6,solver,30,13.78777719,33281,1
26,6,6,solver,30,14.43125606,40477,1
27,6,6,solver,30,16.78750801,42858,1
28,6,6,solver,30,6.143841028,42935,1
29,6,6,solver,30,15.41816902,37927,1
0,6,6,solver,31,4.157157898,30310,1
1,6,6,solver,31,2.983566761,41016,1
2,6,6,solver,31,19.87397909,41242,1
3,6,6,solver,31,3.472003937,41642,1
4,6,6,solver,31,6.137508392,41385,1
5,6,6,solver,31,3.952209949,37774,1
6,6,6,solver,31,2.865115166,36957,1
7,6,6,solver,31,7.989847898,42042,1
8,6,6,solver,31,4.732408762,49053,1
9,6,6,solver,31,7.686066151,35699,1
10,6,6,solver,31,5.235327721,32610,1
11,6,6,solver,31,2.172062397,49682,1
12,6,6,solver,31,2.573907614,38181,1
13,6,6,solver,31,5.101490498,32130,1
14,6,6,solver,31,1.930058241,30130,1
15,6,6,solver,31,0.421695948,32192,1
16,6,6,solver,31,2.15254283,33630,1
17,6,6,solver,31,21.82791424,42412,1
18,6,6,solver,31,9.236519337,35612,1
19,6,6,solver,31,39.87587976,50043,1
20,6,6,solver,31,4.459270239,32221,1
21,6,6,solver,31,27.08732891,49160,1
22,6,6,solver,31,4.421289206,36813,1
23,6,6,solver,31,6.735687971,31450,1
24,6,6,solver,31,11.82809615,39501,1
25,6,6,solver,31,14.18719816,33281,1
26,6,6,solver,31,13.9345603,40477,1
27,6,6,solver,31,18.07418585,42858,1
28,6,6,solver,31,11.70507836,42935,1
29,6,6,solver,31,25.40558219,37927,1
0,6,6,solver,32,5.198820114,30310,1
1,6,6,solver,32,3.203896523,41016,1
2,6,6,solver,32,21.21249628,41242,1
3,6,6,solver,32,3.570609331,41642,1
4,6,6,solver,32,6.309785604,41385,1
5,6,6,solver,32,4.168170691,37774,1
6,6,6,solver,32,2.878660202,36957,1
7,6,6,solver,32,7.918660879,42042,1
8,6,6,solver,32,4.78925395,49053,1
9,6,6,solver,32,7.861966133,35699,1
10,6,6,solver,32,5.174574137,32610,1
11,6,6,solver,32,2.206907034,49682,1
12,6,6,solver,32,2.789623022,38181,1
13,6,6,solver,32,5.233526945,32130,1
14,6,6,solver,32,1.958958149,30130,1
15,6,6,solver,32,0.430994749,32192,1
16,6,6,solver,32,2.187932968,33630,1
17,6,6,solver,32,22.33016491,42412,1
18,6,6,solver,32,9.241110563,35612,1
19,6,6,solver,32,40.9922688,50043,1
20,6,6,solver,32,4.495794058,32221,1
21,6,6,solver,32,26.87061214,49160,1
22,6,6,solver,32,4.329114437,36813,1
23,6,6,solver,32,5.901254654,31450,1
24,6,6,solver,32,12.19122934,39501,1
25,6,6,solver,32,14.07995939,33281,1
26,6,6,solver,32,14.028651,40477,1
27,6,6,solver,32,17.06381464,42858,1
28,6,6,solver,32,6.112067223,42935,1
29,6,6,solver,32,16.00840235,37927,1
0,6,6,solver,33,4.215483427,30310,1
1,6,6,solver,33,3.030961275,41016,1
2,6,6,solver,33,20.30741286,41242,1
3,6,6,solver,33,3.638692856,41642,1
4,6,6,solver,33,6.334076166,41385,1
5,6,6,solver,33,4.084692717,37774,1
6,6,6,solver,33,2.87524581,36957,1
7,6,6,solver,33,7.938104153,42042,1
8,6,6,solver,33,4.994764328,49053,1
9,6,6,solver,33,8.0104599,35699,1
10,6,6,solver,33,5.26347065,32610,1
11,6,6,solver,33,2.21801281,49682,1
12,6,6,solver,33,2.65730238,38181,1
13,6,6,solver,33,5.268275261,32130,1
14,6,6,solver,33,2.10062933,30130,1
15,6,6,solver,33,0.435511827,32192,1
16,6,6,solver,33,2.202993393,33630,1
17,6,6,solver,33,22.27246714,42412,1
18,6,6,solver,33,9.196559906,35612,1
19,6,6,solver,33,41.1092906,50043,1
20,6,6,solver,33,4.503324747,32221,1
21,6,6,solver,33,25.94356704,49160,1
22,6,6,solver,33,4.095015287,36813,1
23,6,6,solver,33,5.894076824,31450,1
24,6,6,solver,33,11.91444325,39501,1
25,6,6,solver,33,14.22038984,33281,1
26,6,6,solver,33,13.81610131,40477,1
27,6,6,solver,33,17.24347925,42858,1
28,6,6,solver,33,6.106144428,42935,1
29,6,6,solver,33,15.72924018,37927,1
0,6,6,solver,34,4.243477345,30310,1
1,6,6,solver,34,3.041014433,41016,1
2,6,6,solver,34,20.13528895,41242,1
3,6,6,solver,34,3.525787354,41642,1
4,6,6,solver,34,6.337556839,41385,1
5,6,6,solver,34,4.288499117,37774,1
6,6,6,solver,34,2.826396942,36957,1
7,6,6,solver,34,7.922367334,42042,1
8,6,6,solver,34,4.819322586,49053,1
9,6,6,solver,34,7.867349863,35699,1
10,6,6,solver,34,5.202094793,32610,1
11,6,6,solver,34,2.180566788,49682,1
12,6,6,solver,34,2.61144352,38181,1
13,6,6,solver,34,5.194544077,32130,1
14,6,6,solver,34,2.013208628,30130,1
15,6,6,solver,34,0.435733795,32192,1
16,6,6,solver,34,2.20563364,33630,1
17,6,6,solver,34,22.75991964,42412,1
18,6,6,solver,34,9.348700047,35612,1
19,6,6,solver,34,40.29644585,50043,1
20,6,6,solver,34,4.495142937,32221,1
21,6,6,solver,34,25.98570728,49160,1
22,6,6,solver,34,4.086639643,36813,1
23,6,6,solver,34,7.12630558,31450,1
24,6,6,solver,34,12.05721879,39501,1
25,6,6,solver,34,14.62867594,33281,1
26,6,6,solver,34,14.4602735,40477,1
27,6,6,solver,34,17.0631969,42858,1
28,6,6,solver,34,6.199923038,42935,1
29,6,6,solver,34,15.5614717,37927,1
0,6,6,solver,35,4.176737547,30310,1
1,6,6,solver,35,2.993083477,41016,1
2,6,6,solver,35,20.57979941,41242,1
3,6,6,solver,35,3.567642212,41642,1
4,6,6,solver,35,6.275471926,41385,1
5,6,6,solver,35,4.112098932,37774,1
6,6,6,solver,35,3.102652788,36957,1
7,6,6,solver,35,8.031694412,42042,1
8,6,6,solver,35,4.859254122,49053,1
9,6,6,solver,35,7.80311203,35699,1
10,6,6,solver,35,5.318029404,32610,1
11,6,6,solver,35,2.260913134,49682,1
12,6,6,solver,35,2.699683189,38181,1
13,6,6,solver,35,5.305334091,32130,1
14,6,6,solver,35,2.097392321,30130,1
15,6,6,solver,35,0.462363958,32192,1
16,6,6,solver,35,2.296041012,33630,1
17,6,6,solver,35,22.32521272,42412,1
18,6,6,solver,35,9.579277515,35612,1
19,6,6,solver,35,40.96129799,50043,1
20,6,6,solver,35,4.46720767,32221,1
21,6,6,solver,35,26.07573605,49160,1
22,6,6,solver,35,4.145632982,36813,1
23,6,6,solver,35,5.895349979,31450,1
24,6,6,solver,35,11.89755177,39501,1
25,6,6,solver,35,14.13993168,33281,1
26,6,6,solver,35,13.80225849,40477,1
27,6,6,solver,35,16.80789471,42858,1
28,6,6,solver,35,6.243056297,42935,1
29,6,6,solver,35,15.67050767,37927,1
0,6,6,solver,36,4.288222551,30310,1
1,6,6,solver,36,2.981280088,41016,1
2,6,6,solver,36,20.1015234,41242,1
3,6,6,solver,36,3.575127125,41642,1
4,6,6,solver,36,6.215346098,41385,1
5,6,6,solver,36,4.009300232,37774,1
6,6,6,solver,36,2.829780102,36957,1
7,6,6,solver,36,7.91285634,42042,1
8,6,6,solver,36,4.770679951,49053,1
9,6,6,solver,36,7.954104185,35699,1
10,6,6,solver,36,5.236378908,32610,1
11,6,6,solver,36,2.225917339,49682,1
12,6,6,solver,36,2.629050255,38181,1
13,6,6,solver,36,5.215500593,32130,1
14,6,6,solver,36,2.053654909,30130,1
15,6,6,solver,36,0.426735401,32192,1
16,6,6,solver,36,2.179495096,33630,1
17,6,6,solver,36,22.39738727,42412,1
18,6,6,solver,36,9.158234358,35612,1
19,6,6,solver,36,40.86057115,50043,1
20,6,6,solver,36,4.610212803,32221,1
21,6,6,solver,36,26.15051746,49160,1
22,6,6,solver,36,4.294861555,36813,1
23,6,6,solver,36,6.165760756,31450,1
24,6,6,solver,36,12.23595953,39501,1
25,6,6,solver,36,14.13644671,33281,1
26,6,6,solver,36,13.94805431,40477,1
27,6,6,solver,36,18.04172039,42858,1
28,6,6,solver,36,6.84913969,42935,1
29,6,6,solver,36,15.61405015,37927,1
0,6,6,solver,37,4.181672335,30310,1
1,6,6,solver,37,3.050014973,41016,1
2,6,6,solver,37,20.22147465,41242,1
3,6,6,solver,37,3.524194956,41642,1
4,6,6,solver,37,6.194930315,41385,1
5,6,6,solver,37,3.99503994,37774,1
6,6,6,solver,37,3.035457134,36957,1
7,6,6,solver,37,8.791542768,42042,1
8,6,6,solver,37,4.765689135,49053,1
9,6,6,solver,37,7.793298721,35699,1
10,6,6,solver,37,8.393149614,32610,1
11,6,6,solver,37,2.423844099,49682,1
12,6,6,solver,37,3.255411386,38181,1
13,6,6,solver,37,5.1883564,32130,1
14,6,6,solver,37,1.97311759,30130,1
15,6,6,solver,37,0.437748432,32192,1
16,6,6,solver,37,2.222629309,33630,1
17,6,6,solver,37,22.53497386,42412,1
18,6,6,solver,37,9.292650461,35612,1
19,6,6,solver,37,40.90065932,50043,1
20,6,6,solver,37,4.479981422,32221,1
21,6,6,solver,37,25.81809974,49160,1
22,6,6,solver,37,4.084918261,36813,1
23,6,6,solver,37,5.921758652,31450,1
24,6,6,solver,37,11.87370944,39501,1
25,6,6,solver,37,14.00419354,33281,1
26,6,6,solver,37,13.96130824,40477,1
27,6,6,solver,37,16.92035604,42858,1
28,6,6,solver,37,6.069946527,42935,1
29,6,6,solver,37,15.58852506,37927,1
0,6,6,solver,38,4.18794632,30310,1
1,6,6,solver,38,2.980547667,41016,1
2,6,6,solver,38,20.76821709,41242,1
3,6,6,solver,38,3.657608986,41642,1
4,6,6,solver,38,6.491906643,41385,1
5,6,6,solver,38,3.999838829,37774,1
6,6,6,solver,38,2.827981472,36957,1
7,6,6,solver,38,7.981189013,42042,1
8,6,6,solver,38,4.776280165,49053,1
9,6,6,solver,38,7.815139055,35699,1
10,6,6,solver,38,5.177951574,32610,1
11,6,6,solver,38,2.18649888,49682,1
12,6,6,solver,38,2.612118959,38181,1
13,6,6,solver,38,5.138828039,32130,1
14,6,6,solver,38,1.95125246,30130,1
15,6,6,solver,38,0.435184956,32192,1
16,6,6,solver,38,2.191954374,33630,1
17,6,6,solver,38,22.55044103,42412,1
18,6,6,solver,38,9.181231499,35612,1
19,6,6,solver,38,40.46549606,50043,1
20,6,6,solver,38,4.471802235,32221,1
21,6,6,solver,38,25.68968606,49160,1
22,6,6,solver,38,4.07917428,36813,1
23,6,6,solver,38,5.84715867,31450,1
24,6,6,solver,38,11.88136768,39501,1
25,6,6,solver,38,14.19774556,33281,1
26,6,6,solver,38,13.73351455,40477,1
27,6,6,solver,38,16.87749052,42858,1
28,6,6,solver,38,6.046406746,42935,1
29,6,6,solver,38,15.55079174,37927,1
0,6,6,solver,39,4.284365654,30310,1
1,6,6,solver,39,3.11923337,41016,1
2,6,6,solver,39,20.81044436,41242,1
3,6,6,solver,39,3.966024637,41642,1
4,6,6,solver,39,7.280466557,41385,1
5,6,6,solver,39,4.005958557,37774,1
6,6,6,solver,39,2.822729588,36957,1
7,6,6,solver,39,7.912460566,42042,1
8,6,6,solver,39,4.771060944,49053,1
9,6,6,solver,39,7.861523628,35699,1
10,6,6,solver,39,5.609786987,32610,1
11,6,6,solver,39,2.423868179,49682,1
12,6,6,solver,39,2.739384413,38181,1
13,6,6,solver,39,5.161168098,32130,1
14,6,6,solver,39,1.981800795,30130,1
15,6,6,solver,39,0.422043562,32192,1
16,6,6,solver,39,2.200610638,33630,1
17,6,6,solver,39,22.33444238,42412,1
18,6,6,solver,39,9.167305946,35612,1
19,6,6,solver,39,40.45360231,50043,1
20,6,6,solver,39,4.492155552,32221,1
21,6,6,solver,39,25.63450336,49160,1
22,6,6,solver,39,4.112140179,36813,1
23,6,6,solver,39,5.875406265,31450,1
24,6,6,solver,39,12.03882742,39501,1
25,6,6,solver,39,14.14550018,33281,1
26,6,6,solver,39,13.84256101,40477,1
27,6,6,solver,39,16.80542064,42858,1
28,6,6,solver,39,6.076323032,42935,1
29,6,6,solver,39,15.84413671,37927,1
0,6,6,solver,40,4.214845896,30310,1
1,6,6,solver,40,3.002134085,41016,1
2,6,6,solver,40,20.3227222,41242,1
3,6,6,solver,40,3.514030457,41642,1
4,6,6,solver,40,6.185821533,41385,1
5,6,6,solver,40,4.024690866,37774,1
6,6,6,solver,40,2.818474531,36957,1
7,6,6,solver,40,7.892658234,42042,1
8,6,6,solver,40,5.012029886,49053,1
9,6,6,solver,40,7.832209349,35699,1
10,6,6,solver,40,5.17498374,32610,1
11,6,6,solver,40,2.191336632,49682,1
12,6,6,solver,40,2.587092161,38181,1
13,6,6,solver,40,5.232936382,32130,1
14,6,6,solver,40,2.004128456,30130,1
15,6,6,solver,40,0.4343009,32192,1
16,6,6,solver,40,2.188054323,33630,1
17,6,6,solver,40,22.15022016,42412,1
18,6,6,solver,40,10.50176382,35612,1
19,6,6,solver,40,40.57347989,50043,1
20,6,6,solver,40,4.470371962,32221,1
21,6,6,solver,40,25.88020563,49160,1
22,6,6,solver,40,4.10201478,36813,1
23,6,6,solver,40,5.847647905,31450,1
24,6,6,solver,40,11.79598141,39501,1
25,6,6,solver,40,14.03641367,33281,1
26,6,6,solver,40,13.92201304,40477,1
27,6,6,solver,40,17.17248678,42858,1
28,6,6,solver,40,6.093297005,42935,1
29,6,6,solver,40,15.66430235,37927,1
0,6,6,solver,41,4.226102114,30310,1
1,6,6,solver,41,3.009872437,41016,1
2,6,6,solver,41,20.1464169,41242,1
3,6,6,solver,41,3.603370905,41642,1
4,6,6,solver,41,6.28875041,41385,1
5,6,6,solver,41,4.441548109,37774,1
6,6,6,solver,41,2.985310078,36957,1
7,6,6,solver,41,8.610130072,42042,1
8,6,6,solver,41,4.808111429,49053,1
9,6,6,solver,41,7.972356081,35699,1
10,6,6,solver,41,5.16200757,32610,1
11,6,6,solver,41,2.189402342,49682,1
12,6,6,solver,41,2.61177969,38181,1
13,6,6,solver,41,5.142593861,32130,1
14,6,6,solver,41,1.95547843,30130,1
15,6,6,solver,41,0.426318169,32192,1
16,6,6,solver,41,2.186850071,33630,1
17,6,6,solver,41,22.32402682,42412,1
18,6,6,solver,41,9.136052608,35612,1
19,6,6,solver,41,40.65138125,50043,1
20,6,6,solver,41,4.78027606,32221,1
21,6,6,solver,41,26.48354435,49160,1
22,6,6,solver,41,4.182409763,36813,1
23,6,6,solver,41,6.137182713,31450,1
24,6,6,solver,41,12.26493311,39501,1
25,6,6,solver,41,14.06238341,33281,1
26,6,6,solver,41,14.30249619,40477,1
27,6,6,solver,41,17.13651419,42858,1
28,6,6,solver,41,6.135280132,42935,1
29,6,6,solver,41,15.47636032,37927,1
0,6,6,solver,42,4.164214134,30310,1
1,6,6,solver,42,2.981651068,41016,1
2,6,6,solver,42,20.27044559,41242,1
3,6,6,solver,42,3.515148401,41642,1
4,6,6,solver,42,6.252233505,41385,1
