seed,rows,columns,method,iter,time,of,flagSolver
1,8,8,solver,-1,289.08128094673157,77435.0,1
1,8,8,random,1000,10.78703761100769,149572.0,1
1,8,8,PDF,1000,12.517557382583618,108163.0,1
1,8,8,BIC,1000,8.341238737106323,332029.0,1
1,8,8,N21,1000,94.00129985809326,140334.0,1
1,8,8,12N,1000,71.08400011062622,145582.0,1
2,8,8,solver,-1,138.31734442710876,59649.0,1
2,8,8,random,1000,8.960463285446167,153836.0,1
2,8,8,PDF,1000,12.597519636154175,85788.0,1
2,8,8,BIC,1000,11.88122844696045,66445.0,1
2,8,8,N21,1000,89.0500066280365,135122.0,1
2,8,8,12N,1000,67.82590007781982,116452.0,1
3,8,8,solver,-1,57.06903147697449,77716.0,1
3,8,8,random,1000,10.914248704910278,169097.0,1
3,8,8,PDF,1000,12.337203979492188,105531.0,1
3,8,8,BIC,1000,7.390469551086426,118564.0,1
3,8,8,N21,1000,87.37421560287476,177049.0,1
3,8,8,12N,1000,70.96237516403198,166973.0,1
4,8,8,solver,-1,61.26881980895996,87823.0,1
4,8,8,random,1000,8.927374839782715,160031.0,1
4,8,8,PDF,1000,12.439372062683105,124401.0,1
4,8,8,BIC,1000,6.888809680938721,141313.0,1
4,8,8,N21,1000,86.38331365585327,176897.0,1
4,8,8,12N,1000,66.94273114204407,169117.0,1
5,8,8,solver,-1,23.175357341766357,72631.0,1
5,8,8,random,1000,9.582425832748413,183209.0,1
5,8,8,PDF,1000,12.310527563095093,111922.0,1
5,8,8,BIC,1000,7.5373358726501465,96928.0,1
5,8,8,N21,1000,87.67353773117065,167685.0,1
5,8,8,12N,1000,68.71207308769226,161345.0,1
6,8,8,solver,-1,16.047255277633667,58775.0,1
6,8,8,random,1000,7.979151010513306,150705.0,1
6,8,8,PDF,1000,11.860751867294312,89116.0,1
6,8,8,BIC,1000,9.50821852684021,78525.0,1
6,8,8,N21,1000,91.37368535995483,140336.0,1
6,8,8,12N,1000,71.12897396087646,128983.0,1
7,8,8,solver,-1,15.214213848114014,68198.0,1
7,8,8,random,1000,10.649890661239624,153112.0,1
7,8,8,PDF,1000,11.513891696929932,96938.0,1
7,8,8,BIC,1000,7.776774883270264,97307.0,1
7,8,8,N21,1000,93.5160756111145,164285.0,1
7,8,8,12N,1000,69.39459228515625,136316.0,1
8,8,8,solver,-1,559.9303603172302,77927.0,1
8,8,8,random,1000,10.66779613494873,153420.0,1
8,8,8,PDF,1000,13.066681385040283,111636.0,1
8,8,8,BIC,1000,8.936292886734009,108935.0,1
8,8,8,N21,1000,88.74670243263245,157825.0,1
8,8,8,12N,1000,68.75201535224915,147297.0,1
9,8,8,solver,-1,5.199813365936279,70932.0,1
9,8,8,random,1000,7.407760381698608,184425.0,1
9,8,8,PDF,1000,9.892519474029541,108970.0,1
9,8,8,BIC,1000,7.024427652359009,98902.0,1
9,8,8,N21,1000,87.45588755607605,184584.0,1
9,8,8,12N,1000,67.48578953742981,152956.0,1
0,9,9,solver,-1,605.1692042350769,97666.0,1
0,9,9,random,1000,12.594306945800781,221660.0,1
0,9,9,PDF,1000,12.794487953186035,152298.0,1
0,9,9,BIC,1000,8.739099025726318,440577.0,1
0,9,9,N21,1000,142.82849264144897,176715.0,1
0,9,9,12N,1000,99.72089982032776,197439.0,1
1,9,9,solver,-1,170.69675135612488,97035.0,1
1,9,9,random,1000,16.07799792289734,221118.0,1
1,9,9,PDF,1000,20.146713972091675,154923.0,1
1,9,9,BIC,1000,10.101786613464355,443895.0,1
1,9,9,N21,1000,159.39287877082825,187828.0,1
1,9,9,12N,1000,107.48080968856812,204071.0,1
2,9,9,solver,-1,445.63743567466736,104616.0,1
2,9,9,random,1000,13.90714168548584,228126.0,1
2,9,9,PDF,1000,19.52694869041443,159550.0,1
2,9,9,BIC,1000,9.603252410888672,443555.0,1
2,9,9,N21,1000,164.70062899589539,197737.0,1
2,9,9,12N,1000,107.61565232276917,193930.0,1
3,9,9,solver,-1,1321.719390153885,100195.0,1
3,9,9,random,1000,16.078526496887207,221424.0,1
3,9,9,PDF,1000,15.656185388565063,161821.0,1
3,9,9,BIC,1000,8.36043930053711,436018.0,1
3,9,9,N21,1000,163.8398413658142,196716.0,1
3,9,9,12N,1000,110.26943874359131,215651.0,1
4,9,9,solver,-1,129.66997528076172,107689.0,1
4,9,9,random,1000,14.660081386566162,249153.0,1
4,9,9,PDF,1000,14.705397367477417,168179.0,1
4,9,9,BIC,1000,7.906301498413086,478510.0,1
4,9,9,N21,1000,146.01892614364624,225967.0,1
4,9,9,12N,1000,96.14341497421265,222267.0,1
5,9,9,solver,-1,153.77729082107544,97316.0,1
5,9,9,random,1000,16.249706029891968,244242.0,1
5,9,9,PDF,1000,16.732308864593506,160306.0,1
5,9,9,BIC,1000,9.06970763206482,455883.0,1
5,9,9,N21,1000,150.09305000305176,215561.0,1
5,9,9,12N,1000,117.53515195846558,203005.0,1
6,9,9,solver,-1,29.904630184173584,72918.0,1
6,9,9,random,1000,10.65714406967163,203756.0,1
6,9,9,PDF,1000,14.752939462661743,125313.0,1
6,9,9,BIC,1000,11.078934907913208,101667.0,1
6,9,9,N21,1000,149.30680108070374,179397.0,1
6,9,9,12N,1000,108.19060063362122,177802.0,1
7,9,9,solver,-1,267.9182696342468,95116.0,1
7,9,9,random,1000,15.247831583023071,228228.0,1
7,9,9,PDF,1000,13.210653305053711,169945.0,1
7,9,9,BIC,1000,8.764657258987427,426749.0,1
7,9,9,N21,1000,144.11394953727722,192813.0,1
7,9,9,12N,1000,105.88783431053162,187983.0,1
8,9,9,solver,-1,132.4599585533142,101854.0,1
8,9,9,random,1000,15.403924465179443,209218.0,1
8,9,9,PDF,1000,17.450790405273438,166815.0,1
8,9,9,BIC,1000,9.024349689483643,439356.0,1
8,9,9,N21,1000,150.46073031425476,202287.0,1
8,9,9,12N,1000,105.15027642250061,187648.0,1
9,9,9,solver,-1,342.19871401786804,98808.0,1
9,9,9,random,1000,15.269293546676636,227121.0,1
9,9,9,PDF,1000,11.637486934661865,148682.0,1
9,9,9,BIC,1000,7.871078729629517,437820.0,1
9,9,9,N21,1000,151.4029643535614,199917.0,1
9,9,9,12N,1000,106.2450180053711,198228.0,1
